symbol,timestamp,row_index,open,high,low,close,volume,price_change,range,body,upper_wick,lower_wick,body_to_range_ratio,rsi_14,macd,atr_14,atr_21,atr_50,bb_position,volume_ratio,volume_ma_20,hour,minute,day_of_week,is_session_london,is_session_ny,is_session_overlap,1h_bias,4h_bias,liquidity_sweep_high_1m,liquidity_sweep_low_1m,liquidity_sweep_high_5m,liquidity_sweep_low_5m,choch_bullish_1m,choch_bearish_1m,gap_up_1m,gap_down_1m,gap_filled_1m,market_explosion_1m,market_explosion_strength,volume_imbalance_bullish_1m,volume_imbalance_bearish_1m,close_5m,volume_5m,trend_5m,close_15m,volume_15m,close_30m,volume_30m,close_1h,volume_1h,close_4h,volume_4h,liquidity_sweep_high_15m,liquidity_sweep_low_30m,liquidity_sweep_low_1h,trend_15m,liquidity_sweep_high_1h,choch_bearish_1h,liquidity_sweep_high_30m,choch_bearish_30m,choch_bullish_5m,liquidity_sweep_low_15m,trend_30m,choch_bearish_15m,choch_bullish_30m,trend_1h,choch_bearish_5m,choch_bullish_15m,trend_4h,pre_purge_atr_14,post_purge_atr_14,pre_purge_volume_avg,post_purge_volume_avg,pre_purge_volatility,post_purge_volatility,purge_count,purge_efficiency
XAUUSD,2024-01-01 01:00:00,60,2002.96,2003.64,1998.62,2001.09,3724.0,-0.001202894933865828,5.020000000000209,1.8700000000001182,0.6800000000000637,2.4700000000000273,0.3725099601593706,55.13956760172366,4.065635668525829,5.117857142857133,5.335238095238104,6.482600000000007,0.5816305717255248,1.163495485362577,3200.7,1,0,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0.0,0,0,2002.82,16129.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:01:00,61,2001.36,2003.8,1999.95,2003.79,2495.0,0.0013492646507653472,3.849999999999909,2.4300000000000637,0.009999999999990905,1.4099999999998545,0.6311688311688626,58.04114778684788,3.9588995247229377,5.258571428571405,5.317142857142861,6.363600000000006,0.6662116890620056,0.7732837439950411,3226.5,1,1,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2002.82,16129.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,1.0,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:02:00,62,2004.26,2010.5,2003.15,2009.96,3127.0,0.0030791649823584955,7.349999999999909,5.7000000000000455,0.5399999999999636,1.1099999999999,0.7755102040816484,63.80285885486641,4.322352408926008,5.539999999999964,5.384285714285712,6.355600000000004,0.9263905784286874,0.9533827250830818,3279.9,1,2,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2002.82,16129.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:03:00,63,2009.53,2010.22,2006.86,2008.78,1440.0,-0.0005870763597285444,3.3600000000001273,0.75,0.6900000000000546,1.9200000000000728,0.22321428571427726,62.048019651582095,4.463720310692679,5.687142857142833,5.301428571428568,6.183400000000006,0.8341041886636057,0.4562665357012721,3156.05,1,3,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2002.82,16129.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,1.0,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:04:00,64,2009.4,2010.66,1999.92,2002.82,5343.0,-0.0029669749798385547,10.740000000000009,6.580000000000155,1.259999999999991,2.8999999999998636,0.6126629422718947,53.973338098729485,4.048168435316711,5.598571428571404,5.231904761904756,6.333800000000005,0.5212657099077127,1.6357457751653195,3266.4,1,4,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2002.82,16129.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,1.0,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:05:00,65,2003.1,2007.72,2002.47,2005.48,1603.0,0.0013281273404499583,5.25,2.380000000000109,2.240000000000009,0.6299999999998818,0.4533333333333541,56.682769860248484,3.888654362753641,5.692857142857114,5.246666666666659,6.317800000000006,0.646843580193543,0.49494403705133155,3238.75,1,5,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2006.71,16270.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:06:00,66,2004.67,2007.53,2003.82,2006.27,2225.0,0.0003939206573986276,3.7100000000000364,1.599999999999909,1.259999999999991,0.8500000000001364,0.43126684636115725,57.483265151426366,3.7823837433636527,5.376428571428554,5.181428571428569,6.262000000000008,0.6733117753626932,0.6852901318221017,3246.8,1,6,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2006.71,16270.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:07:00,67,2005.73,2007.42,2005.33,2007.14,5044.0,0.0004336405369167462,2.0900000000001455,1.4100000000000819,0.2799999999999727,0.40000000000009095,0.674641148325351,58.39510666539688,3.7254209077350424,4.824999999999997,5.142857142857143,6.11900000000001,0.7088517118871462,1.5521671564630037,3249.65,1,7,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2006.71,16270.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:08:00,68,2007.67,2008.27,2004.32,2006.68,5507.0,-0.00022918182089937122,3.9500000000000455,0.9900000000000091,0.599999999999909,2.3600000000001273,0.25063291139240446,57.69059572440582,3.60164180964739,4.843571428571441,5.241428571428568,6.079200000000014,0.6627208954958235,1.6217091701513633,3395.8,1,8,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2006.71,16270.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:09:00,69,2006.46,2007.56,2005.08,2006.71,1891.0,1.4950066776986404e-05,2.480000000000018,0.25,0.849999999999909,1.3800000000001091,0.10080645161290248,57.726415961996,3.4660126950809627,4.485714285714299,5.197142857142851,5.848600000000015,0.6519144472337786,0.5913810357768327,3197.6,1,9,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2006.71,16270.0,1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:10:00,70,2006.97,2007.76,2002.17,2004.51,5753.0,-0.001096321840226011,5.589999999999918,2.4600000000000364,0.7899999999999636,2.339999999999918,0.44007155635063905,54.10861961576969,3.144753272613798,4.747142857142876,5.401428571428563,5.862400000000012,0.4547577559003222,1.7162375824110259,3352.1,1,10,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2003.35,13580.0,-1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:11:00,71,2005.46,2006.36,1995.76,1998.73,1061.0,-0.0028834977126579453,10.599999999999909,6.730000000000018,0.8999999999998636,2.9700000000000273,0.6349056603773656,45.95911803678146,2.3961340296823437,5.225714285714308,5.335714285714273,5.839800000000009,0.0016491867349860722,0.32345588683616855,3280.2,1,11,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2003.35,13580.0,-1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:12:00,72,1999.12,1999.21,1991.47,1992.83,3413.0,-0.002951874440269564,7.740000000000009,6.289999999999964,0.09000000000014552,1.3599999999999,0.8126614987080046,39.430700242021295,1.3116473404375029,5.507142857142883,5.517142857142842,5.887800000000007,-0.25185864011319037,1.0453452579671971,3264.95,1,12,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2003.35,13580.0,-1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:13:00,73,1993.24,1993.64,1990.71,1990.98,1777.0,-0.000928328056081007,2.9300000000000637,2.259999999999991,0.40000000000009095,0.2699999999999818,0.771331058020458,37.62590630320995,0.29945238629488813,5.332857142857165,5.269047619047613,5.856600000000007,-0.16524346368929577,0.5715020824288035,3109.35,1,13,0,False,False,False,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0.0,0,0,2003.35,13580.0,-1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:14:00,74,1990.84,2006.0,1990.37,2003.35,1576.0,0.006213020723462748,15.63000000000011,12.509999999999991,2.650000000000091,0.4700000000000273,0.8003838771593028,53.08777069913205,0.48979021554168867,6.0907142857143,5.5461904761904774,5.981000000000008,0.5088465435390925,0.5034902480711787,3130.15,1,14,0,False,False,False,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0.0,0,0,2003.35,13580.0,-1,2003.35,45979.0,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,1.0,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:15:00,75,2002.84,2015.21,2001.44,2014.38,5358.0,0.005505777822147895,13.769999999999982,11.540000000000191,0.8299999999999272,1.3999999999998636,0.8380537400145393,62.1076319150112,1.513219680444081,6.799285714285735,6.026190476190485,6.0780000000000065,1.0120183873462518,1.7130251294839822,3127.8,1,15,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0.0,0,0,2013.21,18733.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,1.0,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:16:00,76,2014.32,2016.63,2013.69,2016.03,4464.0,0.0008191105948232025,2.9400000000000546,1.7100000000000364,0.6000000000001364,0.6299999999998818,0.581632653061226,63.24607322104492,2.429431145191529,6.484285714285745,5.80952380952382,6.010000000000009,0.9989313975204459,1.4116530951063324,3162.25,1,16,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2013.21,18733.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:17:00,77,2016.4,2024.2,2016.38,2021.97,4839.0,0.002946384726417728,7.819999999999936,5.569999999999936,2.230000000000018,0.01999999999998181,0.7122762148337572,67.0804910076227,3.5934209691938577,6.8278571428571695,6.106666666666689,6.108600000000011,1.0974879109703588,1.5110542093429926,3202.4,1,17,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2013.21,18733.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,1.0,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:18:00,78,2021.41,2023.12,2015.98,2017.74,1876.0,-0.00209201916942392,7.139999999999873,3.6700000000000728,1.709999999999809,1.759999999999991,0.5140056022409157,62.111096382023696,4.126992244760231,6.570714285714303,6.2609523809524035,6.122400000000007,0.8918792563058501,0.5889924963109479,3185.1,1,18,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2013.21,18733.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:19:00,79,2017.57,2017.8,2011.48,2013.21,2196.0,-0.0022450860864134947,6.319999999999936,4.3599999999999,0.2300000000000182,1.7300000000000182,0.6898734177215101,57.22216381131759,4.136633645905022,6.647142857142869,6.380952380952403,6.043000000000006,0.7186912812414413,0.6786994684138954,3235.6,1,19,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2013.21,18733.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,1.0,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:20:00,80,2012.89,2026.33,2012.71,2023.62,5588.0,0.0051708465584812124,13.61999999999989,10.72999999999979,2.7100000000000364,0.18000000000006366,0.7878120411159968,64.19656274478108,4.92747367647803,7.355000000000002,6.773809523809534,6.231400000000008,0.9799052560135111,1.6786830088920932,3328.8,1,20,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2036.38,21069.937276525816,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,1.0,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:21:00,81,2023.51,2030.08,2022.38,2027.42,2133.0,0.0018778229114162492,7.699999999999818,3.910000000000082,2.6599999999998545,1.1299999999998818,0.5077922077922304,66.35307020394848,5.794058045998554,7.755714285714264,6.901428571428563,6.178200000000007,0.9998288718652382,0.6442746247017247,3310.7,1,21,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2036.38,21069.937276525816,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,1.0,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:22:00,82,2028.27,2029.5,2024.79,2025.09,4962.937276525814,-0.0011492438665891003,4.710000000000036,3.1800000000000637,1.2300000000000182,0.2999999999999545,0.6751592356687981,63.81498655036626,6.221107816465974,7.809999999999978,6.942380952380951,6.121000000000008,0.889073589221782,1.4586162677442482,3402.496863826291,1,22,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2036.38,21069.937276525816,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:23:00,83,2024.58,2027.66,2023.21,2026.09,2955.0,0.000493805213595433,4.4500000000000455,1.509999999999991,1.5700000000001637,1.3699999999998909,0.3393258426966237,64.4436110741261,6.564567234166134,7.950714285714265,6.804285714285719,5.996200000000008,0.8693249137655731,0.8495659209045656,3478.246863826291,1,23,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2036.38,21069.937276525816,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,1.0,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:24:00,84,2025.59,2038.73,2025.54,2036.38,5431.0,0.005078747735786759,13.190000000000055,10.790000000000191,2.349999999999909,0.049999999999954525,0.818043972706607,70.1836752649032,7.579704188385222,8.493571428571418,7.272380952380954,6.181800000000007,1.0136275083883584,1.5594460800522008,3482.646863826291,1,24,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2036.38,21069.937276525816,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
XAUUSD,2024-01-01 01:25:00,85,2036.29,2043.75,2035.28,2042.32,1000.0,0.002916940846011018,8.470000000000027,6.029999999999973,1.4300000000000637,1.009999999999991,0.711924439197161,72.90308531746227,8.762507167464037,8.341428571428569,7.164285714285716,6.167200000000007,1.0296626116271905,0.2896454477562457,3452.496863826291,1,25,0,False,False,False,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2050.39,17213.0,1,2050.39,57015.937276525816,2050.39,102994.93727652582,1994.62,197021.93983121263,2021.61,852363.1058812081,,,,1.0,,,,,,,,,,,,,,9.044786760322737,9.473330600616997,4789.619195473812,4771.163254571151,0,0,602,1.0473802038290363
