time,open,high,low,close,volume
2023-08-01 07:50:00,1.10073,1.10208,1.09941,1.10165,1094
2023-08-01 07:55:00,1.10131,1.10256,1.10046,1.10046,1095
2023-08-01 08:00:00,1.10055,1.10103,1.09907,1.09994,1096
2023-08-01 08:05:00,1.10101,1.10155,1.10011,1.10047,1097
2023-08-01 08:10:00,1.10119,1.10251,1.10076,1.10106,1098
2023-08-01 08:15:00,1.10124,1.10275,1.10038,1.10152,1099
2023-08-01 08:20:00,1.10069,1.10244,1.09875,1.10097,1000
2023-08-01 08:25:00,1.1012,1.10303,1.10003,1.10195,1001
2023-08-01 08:30:00,1.10129,1.10139,1.10086,1.1011,1002
2023-08-01 08:35:00,1.10104,1.10269,1.10087,1.10092,1003
2023-08-01 08:40:00,1.10133,1.10191,1.09976,1.1013,1004
2023-08-01 08:45:00,1.10055,1.10254,1.09896,1.10116,1005
2023-08-01 08:50:00,1.10085,1.10229,1.10073,1.10116,1006
2023-08-01 08:55:00,1.10064,1.10138,1.09913,1.10115,1007
2023-08-01 09:00:00,1.10099,1.10154,1.10052,1.10142,1008
2023-08-01 09:05:00,1.10089,1.1016,1.09956,1.10151,1009
2023-08-01 09:10:00,1.10041,1.10117,1.0986,1.10068,1010
2023-08-01 09:15:00,1.10056,1.10252,1.09865,1.10128,1011
2023-08-01 09:20:00,1.10049,1.10122,1.10027,1.10122,1012
2023-08-01 09:25:00,1.10075,1.1012,1.09887,1.10073,1013
2023-08-01 09:30:00,1.10122,1.10149,1.09931,1.10149,1014
2023-08-01 09:35:00,1.10091,1.10281,1.09957,1.10073,1015
2023-08-01 09:40:00,1.10056,1.10117,1.09954,1.09967,1016
2023-08-01 09:45:00,1.10084,1.10124,1.09988,1.10003,1017
2023-08-01 09:50:00,1.10119,1.10295,1.10013,1.10013,1018
2023-08-01 09:55:00,1.10064,1.1016,1.09899,1.10042,1019
2023-08-01 10:00:00,1.10105,1.10253,1.10086,1.10216,1020
2023-08-01 10:05:00,1.10196,1.10224,1.10133,1.10186,1021
2023-08-01 10:10:00,1.10129,1.10263,1.1007,1.10123,1022
2023-08-01 10:15:00,1.10172,1.10258,1.10082,1.10258,1023
2023-08-01 10:20:00,1.10107,1.10223,1.10028,1.10151,1024
2023-08-01 10:25:00,1.10148,1.1033,1.10001,1.10133,1025
2023-08-01 10:30:00,1.10199,1.10325,1.10156,1.10233,1026
2023-08-01 10:35:00,1.10141,1.10203,1.09996,1.10203,1027
2023-08-01 10:40:00,1.10129,1.10129,1.09937,1.10116,1028
2023-08-01 10:45:00,1.10201,1.10398,1.1006,1.10228,1029
2023-08-01 10:50:00,1.10117,1.1017,1.09966,1.10089,1030
2023-08-01 10:55:00,1.10184,1.10307,1.10114,1.10224,1031
2023-08-01 11:00:00,1.10131,1.1024,1.0998,1.10157,1032
2023-08-01 11:05:00,1.10187,1.10259,1.1015,1.10239,1033
2023-08-01 11:10:00,1.10127,1.10187,1.09979,1.10187,1034
2023-08-01 11:15:00,1.10211,1.10369,1.10157,1.10157,1035
2023-08-01 11:20:00,1.10183,1.10304,1.10133,1.10304,1036
2023-08-01 11:25:00,1.10191,1.10381,1.10045,1.10132,1037
2023-08-01 11:30:00,1.10142,1.10159,1.09959,1.10159,1038
2023-08-01 11:35:00,1.10157,1.10335,1.09995,1.10218,1039
2023-08-01 11:40:00,1.10167,1.10264,1.10057,1.10264,1040
2023-08-01 11:45:00,1.10102,1.10185,1.09936,1.10185,1041
2023-08-01 11:50:00,1.10115,1.1028,1.10101,1.10217,1042
2023-08-01 11:55:00,1.10132,1.10182,1.09935,1.10126,1043
2023-08-01 12:00:00,1.1017,1.10192,1.1003,1.1019,1044
2023-08-01 12:05:00,1.10111,1.10207,1.09983,1.10207,1045
2023-08-01 12:10:00,1.10165,1.10302,1.10054,1.10144,1046
2023-08-01 12:15:00,1.10117,1.10284,1.1007,1.1007,1047
2023-08-01 12:20:00,1.10133,1.10328,1.10097,1.10226,1048
2023-08-01 12:25:00,1.10104,1.10258,1.09922,1.102,1049
2023-08-01 12:30:00,1.10111,1.10217,1.10039,1.10048,1050
2023-08-01 12:35:00,1.1015,1.10215,1.09954,1.10049,1051
2023-08-01 12:40:00,1.10123,1.1024,1.0995,1.10119,1052
2023-08-01 12:45:00,1.10179,1.10324,1.09997,1.10203,1053
2023-08-01 12:50:00,1.10133,1.1014,1.1005,1.10061,1054
2023-08-01 12:55:00,1.1011,1.10306,1.1006,1.10183,1055
2023-08-01 13:00:00,1.10183,1.10373,1.10124,1.10201,1056
2023-08-01 13:05:00,1.10116,1.10265,1.10073,1.10163,1057
2023-08-01 13:10:00,1.10172,1.10257,1.1003,1.10257,1058
2023-08-01 13:15:00,1.10175,1.10252,1.10053,1.10224,1059
2023-08-01 13:20:00,1.10093,1.10221,1.10054,1.10087,1060
2023-08-01 13:25:00,1.10093,1.1019,1.09969,1.09987,1061
2023-08-01 13:30:00,1.1016,1.10332,1.09961,1.10103,1062
2023-08-01 13:35:00,1.10118,1.10145,1.10051,1.10066,1063
2023-08-01 13:40:00,1.10184,1.10309,1.10079,1.10079,1064
2023-08-01 13:45:00,1.10102,1.10145,1.09999,1.10098,1065
2023-08-01 13:50:00,1.10101,1.1019,1.09961,1.10052,1066
2023-08-01 13:55:00,1.10173,1.10284,1.09978,1.10083,1067
2023-08-01 14:00:00,1.10175,1.10196,1.10034,1.10105,1068
2023-08-01 14:05:00,1.10112,1.1017,1.09987,1.10021,1069
2023-08-01 14:10:00,1.10164,1.10261,1.10011,1.10189,1070
2023-08-01 14:15:00,1.10115,1.10259,1.10011,1.10149,1071
2023-08-01 14:20:00,1.10173,1.10278,1.10026,1.10116,1072
2023-08-01 14:25:00,1.10112,1.10235,1.09988,1.10056,1073
2023-08-01 14:30:00,1.10117,1.10299,1.10051,1.1017,1074
2023-08-01 14:35:00,1.10118,1.10238,1.10017,1.10017,1075
2023-08-01 14:40:00,1.10158,1.10163,1.09995,1.10102,1076
2023-08-01 14:45:00,1.10171,1.10192,1.10043,1.10103,1077
2023-08-01 14:50:00,1.10162,1.10292,1.10058,1.10158,1078
2023-08-01 14:55:00,1.10181,1.10246,1.09991,1.10194,1079
2023-08-01 15:00:00,1.10211,1.10366,1.10077,1.1019,1080
2023-08-01 15:05:00,1.10212,1.10371,1.10062,1.10145,1081
2023-08-01 15:10:00,1.10261,1.10337,1.1008,1.10277,1082
2023-08-01 15:15:00,1.102,1.10306,1.10032,1.10306,1083
2023-08-01 15:20:00,1.1025,1.10262,1.10105,1.10257,1084
2023-08-01 15:25:00,1.10205,1.10343,1.10095,1.10138,1085
2023-08-01 15:30:00,1.10218,1.103,1.10061,1.103,1086
2023-08-01 15:35:00,1.10176,1.10371,1.0998,1.10289,1087
2023-08-01 15:40:00,1.10173,1.10286,1.10081,1.10286,1088
2023-08-01 15:45:00,1.10178,1.10256,1.1006,1.10239,1089
2023-08-01 15:50:00,1.10213,1.10276,1.10176,1.10181,1090
2023-08-01 15:55:00,1.10182,1.10356,1.1007,1.10198,1091
2023-08-01 16:00:00,1.1026,1.10352,1.10227,1.10279,1092
2023-08-01 16:05:00,1.10208,1.10249,1.1001,1.10142,1093
2023-08-01 16:10:00,1.10261,1.10421,1.10128,1.10251,1094
2023-08-01 16:15:00,1.10259,1.10361,1.10194,1.10194,1095
2023-08-01 16:20:00,1.10201,1.10327,1.10145,1.1026,1096
2023-08-01 16:25:00,1.10277,1.10469,1.10141,1.10262,1097
2023-08-01 16:30:00,1.10189,1.10326,1.10096,1.10256,1098
2023-08-01 16:35:00,1.10187,1.10292,1.09989,1.10134,1099
2023-08-01 16:40:00,1.10165,1.1027,1.10094,1.10094,1000
2023-08-01 16:45:00,1.10164,1.10244,1.10086,1.10172,1001
2023-08-01 16:50:00,1.10221,1.10294,1.10173,1.10294,1002
2023-08-01 16:55:00,1.10218,1.1034,1.10048,1.10278,1003
2023-08-01 17:00:00,1.10224,1.10315,1.10175,1.10175,1004
2023-08-01 17:05:00,1.10187,1.10282,1.10135,1.10137,1005
2023-08-01 17:10:00,1.10215,1.10322,1.1006,1.10175,1006
2023-08-01 17:15:00,1.1018,1.10344,1.10027,1.10204,1007
2023-08-01 17:20:00,1.10173,1.10348,1.10112,1.10133,1008
2023-08-01 17:25:00,1.10177,1.10184,1.10079,1.10145,1009
2023-08-01 17:30:00,1.10196,1.10203,1.10158,1.10176,1010
2023-08-01 17:35:00,1.10251,1.10386,1.10151,1.10151,1011
2023-08-01 17:40:00,1.10258,1.10362,1.10066,1.10312,1012
2023-08-01 17:45:00,1.10191,1.10264,1.10097,1.10097,1013
2023-08-01 17:50:00,1.10229,1.10422,1.10131,1.10295,1014
2023-08-01 17:55:00,1.10161,1.10278,1.10109,1.10229,1015
2023-08-01 18:00:00,1.10211,1.10295,1.10046,1.10201,1016
2023-08-01 18:05:00,1.10249,1.10414,1.10122,1.10154,1017
2023-08-01 18:10:00,1.10194,1.10343,1.1005,1.10118,1018
2023-08-01 18:15:00,1.10191,1.10289,1.10161,1.10178,1019
2023-08-01 18:20:00,1.10246,1.10311,1.10118,1.10271,1020
2023-08-01 18:25:00,1.10202,1.10283,1.10083,1.10283,1021
2023-08-01 18:30:00,1.10229,1.10398,1.10102,1.10297,1022
2023-08-01 18:35:00,1.10202,1.10262,1.10187,1.10262,1023
2023-08-01 18:40:00,1.10192,1.10309,1.10085,1.10085,1024
2023-08-01 18:45:00,1.10162,1.10314,1.1005,1.10092,1025
2023-08-01 18:50:00,1.1019,1.10356,1.10126,1.10177,1026
2023-08-01 18:55:00,1.10175,1.10346,1.10058,1.10085,1027
2023-08-01 19:00:00,1.10254,1.10426,1.10169,1.102,1028
2023-08-01 19:05:00,1.10161,1.10226,1.09997,1.10115,1029
2023-08-01 19:10:00,1.10247,1.10425,1.10136,1.10136,1030
2023-08-01 19:15:00,1.10236,1.10284,1.10056,1.10284,1031
2023-08-01 19:20:00,1.1017,1.10269,1.09986,1.10126,1032
2023-08-01 19:25:00,1.1022,1.10419,1.10056,1.10231,1033
2023-08-01 19:30:00,1.10256,1.10366,1.10143,1.10283,1034
2023-08-01 19:35:00,1.10242,1.10415,1.10104,1.10157,1035
2023-08-01 19:40:00,1.10242,1.10426,1.10134,1.10231,1036
2023-08-01 19:45:00,1.1022,1.10276,1.10034,1.10129,1037
2023-08-01 19:50:00,1.10218,1.10223,1.10071,1.10117,1038
2023-08-01 19:55:00,1.10214,1.1038,1.10212,1.10263,1039
2023-08-01 20:00:00,1.10239,1.10438,1.10194,1.10286,1040
2023-08-01 20:05:00,1.1032,1.10387,1.1013,1.10334,1041
2023-08-01 20:10:00,1.10303,1.10422,1.10242,1.10331,1042
2023-08-01 20:15:00,1.10227,1.10343,1.10133,1.10176,1043
2023-08-01 20:20:00,1.10234,1.10324,1.10174,1.10294,1044
2023-08-01 20:25:00,1.10279,1.10386,1.10201,1.10386,1045
2023-08-01 20:30:00,1.103,1.10435,1.10264,1.10381,1046
2023-08-01 20:35:00,1.10314,1.10476,1.10232,1.10414,1047
2023-08-01 20:40:00,1.10267,1.10363,1.10183,1.1031,1048
2023-08-01 20:45:00,1.10316,1.10408,1.10151,1.10408,1049
2023-08-01 20:50:00,1.10303,1.10354,1.10146,1.10252,1050
2023-08-01 20:55:00,1.10303,1.10376,1.10197,1.10376,1051
2023-08-01 21:00:00,1.10242,1.10432,1.102,1.102,1052
2023-08-01 21:05:00,1.10245,1.10388,1.1021,1.1021,1053
2023-08-01 21:10:00,1.10302,1.10405,1.1026,1.10333,1054
2023-08-01 21:15:00,1.10259,1.10373,1.10215,1.10373,1055
2023-08-01 21:20:00,1.10328,1.10414,1.10177,1.1031,1056
2023-08-01 21:25:00,1.10328,1.10496,1.10267,1.10267,1057
2023-08-01 21:30:00,1.1032,1.10418,1.1031,1.10352,1058
2023-08-01 21:35:00,1.10275,1.10378,1.10094,1.10334,1059
2023-08-01 21:40:00,1.10293,1.10479,1.10115,1.10224,1060
2023-08-01 21:45:00,1.10214,1.10374,1.10037,1.10222,1061
2023-08-01 21:50:00,1.1026,1.104,1.10166,1.10289,1062
2023-08-01 21:55:00,1.10229,1.103,1.10047,1.10269,1063
2023-08-01 22:00:00,1.10318,1.10515,1.10231,1.10274,1064
2023-08-01 22:05:00,1.10212,1.1022,1.10175,1.10218,1065
2023-08-01 22:10:00,1.10287,1.10385,1.10275,1.10354,1066
2023-08-01 22:15:00,1.10217,1.1027,1.10123,1.1027,1067
2023-08-01 22:20:00,1.10271,1.10435,1.10089,1.10186,1068
2023-08-01 22:25:00,1.10277,1.10447,1.10147,1.10299,1069
2023-08-01 22:30:00,1.10257,1.10351,1.10117,1.10351,1070
2023-08-01 22:35:00,1.10226,1.10254,1.10102,1.10249,1071
2023-08-01 22:40:00,1.10306,1.10333,1.10215,1.10246,1072
2023-08-01 22:45:00,1.10265,1.10432,1.10123,1.10288,1073
2023-08-01 22:50:00,1.10286,1.10423,1.102,1.102,1074
2023-08-01 22:55:00,1.10247,1.10354,1.10087,1.10173,1075
2023-08-01 23:00:00,1.10261,1.10266,1.10226,1.10226,1076
2023-08-01 23:05:00,1.10274,1.10358,1.10124,1.10358,1077
2023-08-01 23:10:00,1.10285,1.10457,1.10231,1.10231,1078
2023-08-01 23:15:00,1.10251,1.1028,1.10132,1.10177,1079
2023-08-01 23:20:00,1.10245,1.10364,1.10217,1.10218,1080
2023-08-01 23:25:00,1.10297,1.10426,1.10252,1.10348,1081
2023-08-01 23:30:00,1.10236,1.10286,1.10115,1.10218,1082
2023-08-01 23:35:00,1.10282,1.10313,1.10119,1.10179,1083
2023-08-01 23:40:00,1.10232,1.10397,1.10203,1.10253,1084
2023-08-01 23:45:00,1.1024,1.10315,1.10118,1.10315,1085
2023-08-01 23:50:00,1.10254,1.10392,1.10126,1.10325,1086
2023-08-01 23:55:00,1.10307,1.10338,1.10156,1.10284,1087
2023-08-02 00:00:00,1.10264,1.10334,1.10098,1.10171,1088
