time,open,high,low,close,volume
2023-08-01 05:15:00,1.25167,1.25318,1.2497,1.25318,1263
2023-08-01 05:20:00,1.2519,1.25449,1.25095,1.25183,1264
2023-08-01 05:25:00,1.25072,1.25295,1.2496,1.24996,1265
2023-08-01 05:30:00,1.25063,1.25342,1.25016,1.25051,1266
2023-08-01 05:35:00,1.25064,1.25094,1.24949,1.24949,1267
2023-08-01 05:40:00,1.25089,1.2509,1.24977,1.24977,1268
2023-08-01 05:45:00,1.25104,1.25117,1.2486,1.24992,1269
2023-08-01 05:50:00,1.25143,1.25426,1.25017,1.25164,1270
2023-08-01 05:55:00,1.25091,1.25391,1.24814,1.24991,1271
2023-08-01 06:00:00,1.25096,1.25303,1.24917,1.2513,1272
2023-08-01 06:05:00,1.2515,1.25228,1.25047,1.25222,1273
2023-08-01 06:10:00,1.25051,1.25277,1.24924,1.25199,1274
2023-08-01 06:15:00,1.2512,1.25297,1.24935,1.25133,1275
2023-08-01 06:20:00,1.25085,1.25202,1.24852,1.25202,1276
2023-08-01 06:25:00,1.25156,1.25241,1.25116,1.25241,1277
2023-08-01 06:30:00,1.2512,1.25228,1.24878,1.25167,1278
2023-08-01 06:35:00,1.25071,1.25305,1.25024,1.25101,1279
2023-08-01 06:40:00,1.25095,1.25124,1.25018,1.25074,1280
2023-08-01 06:45:00,1.25189,1.25268,1.25142,1.25258,1281
2023-08-01 06:50:00,1.251,1.25208,1.24898,1.25208,1282
2023-08-01 06:55:00,1.25102,1.25262,1.24846,1.25262,1283
2023-08-01 07:00:00,1.25245,1.25346,1.24967,1.25139,1284
2023-08-01 07:05:00,1.25127,1.25266,1.24859,1.25132,1285
2023-08-01 07:10:00,1.25183,1.25457,1.25039,1.25349,1286
2023-08-01 07:15:00,1.25222,1.25413,1.25,1.25142,1287
2023-08-01 07:20:00,1.25196,1.25317,1.24934,1.25085,1288
2023-08-01 07:25:00,1.2519,1.25446,1.24968,1.25356,1289
2023-08-01 07:30:00,1.25171,1.25462,1.24884,1.25294,1290
2023-08-01 07:35:00,1.25125,1.25272,1.25102,1.25231,1291
2023-08-01 07:40:00,1.25199,1.25252,1.25106,1.25168,1292
2023-08-01 07:45:00,1.25126,1.2528,1.24876,1.25262,1293
2023-08-01 07:50:00,1.25258,1.25392,1.24999,1.25392,1294
2023-08-01 07:55:00,1.25135,1.25379,1.25091,1.25106,1295
2023-08-01 08:00:00,1.25229,1.25469,1.25093,1.25197,1296
2023-08-01 08:05:00,1.25157,1.25259,1.24923,1.25259,1297
2023-08-01 08:10:00,1.25214,1.25486,1.25022,1.25371,1298
2023-08-01 08:15:00,1.25172,1.25301,1.24901,1.25301,1299
2023-08-01 08:20:00,1.2515,1.25299,1.24922,1.25067,1300
2023-08-01 08:25:00,1.25136,1.25277,1.25046,1.25277,1301
2023-08-01 08:30:00,1.25174,1.25246,1.25041,1.25166,1302
2023-08-01 08:35:00,1.25253,1.25315,1.25006,1.25315,1303
2023-08-01 08:40:00,1.2525,1.25417,1.25105,1.25236,1304
2023-08-01 08:45:00,1.25132,1.2519,1.25094,1.25094,1305
2023-08-01 08:50:00,1.25198,1.2541,1.25098,1.25263,1306
2023-08-01 08:55:00,1.25242,1.2539,1.24979,1.25262,1307
2023-08-01 09:00:00,1.25233,1.25411,1.2495,1.25343,1308
2023-08-01 09:05:00,1.25233,1.25316,1.25067,1.25173,1309
2023-08-01 09:10:00,1.25096,1.25327,1.24853,1.24932,1310
2023-08-01 09:15:00,1.25127,1.25258,1.24884,1.2523,1311
2023-08-01 09:20:00,1.25136,1.25399,1.24972,1.24989,1312
2023-08-01 09:25:00,1.25119,1.25372,1.24826,1.24966,1313
2023-08-01 09:30:00,1.25225,1.25325,1.2515,1.2515,1314
2023-08-01 09:35:00,1.25229,1.25313,1.25109,1.25313,1315
2023-08-01 09:40:00,1.25093,1.25278,1.24936,1.24936,1316
2023-08-01 09:45:00,1.25107,1.25258,1.24986,1.24986,1317
2023-08-01 09:50:00,1.25168,1.25334,1.24875,1.25208,1318
2023-08-01 09:55:00,1.25207,1.25253,1.25002,1.25253,1319
2023-08-01 10:00:00,1.25175,1.25452,1.24884,1.25234,1320
2023-08-01 10:05:00,1.25228,1.25479,1.25035,1.25198,1321
2023-08-01 10:10:00,1.25222,1.25277,1.2515,1.2515,1322
2023-08-01 10:15:00,1.25154,1.25184,1.2492,1.24994,1323
2023-08-01 10:20:00,1.25142,1.25347,1.2502,1.2509,1324
2023-08-01 10:25:00,1.25182,1.25339,1.24896,1.25055,1325
2023-08-01 10:30:00,1.25141,1.25398,1.24875,1.25213,1326
2023-08-01 10:35:00,1.25141,1.252,1.24988,1.25104,1327
2023-08-01 10:40:00,1.25176,1.25339,1.25113,1.25207,1328
2023-08-01 10:45:00,1.25107,1.25285,1.25044,1.25129,1329
2023-08-01 10:50:00,1.25155,1.25286,1.25032,1.25286,1330
2023-08-01 10:55:00,1.25217,1.25222,1.25027,1.25196,1331
2023-08-01 11:00:00,1.25215,1.25429,1.24934,1.2531,1332
2023-08-01 11:05:00,1.25164,1.25419,1.2499,1.25187,1333
2023-08-01 11:10:00,1.25259,1.2554,1.25075,1.25147,1334
2023-08-01 11:15:00,1.25113,1.25409,1.24975,1.2512,1335
2023-08-01 11:20:00,1.25225,1.254,1.24926,1.25305,1336
2023-08-01 11:25:00,1.25142,1.25211,1.25005,1.25211,1337
2023-08-01 11:30:00,1.25167,1.254,1.24971,1.25027,1338
2023-08-01 11:35:00,1.25218,1.25465,1.24976,1.2517,1339
2023-08-01 11:40:00,1.25188,1.25319,1.25108,1.25319,1340
2023-08-01 11:45:00,1.25165,1.25195,1.25053,1.25147,1341
2023-08-01 11:50:00,1.25233,1.25521,1.25057,1.25392,1342
2023-08-01 11:55:00,1.25205,1.25263,1.2494,1.25263,1343
2023-08-01 12:00:00,1.25308,1.25541,1.25258,1.25438,1344
2023-08-01 12:05:00,1.25307,1.25598,1.25089,1.25313,1345
2023-08-01 12:10:00,1.25229,1.25311,1.25046,1.25109,1346
2023-08-01 12:15:00,1.2527,1.25481,1.24997,1.25139,1347
2023-08-01 12:20:00,1.25173,1.25462,1.25077,1.25163,1348
2023-08-01 12:25:00,1.25212,1.25361,1.25153,1.25361,1349
2023-08-01 12:30:00,1.25266,1.25546,1.25242,1.25399,1200
2023-08-01 12:35:00,1.25166,1.25303,1.24881,1.25303,1201
2023-08-01 12:40:00,1.25201,1.25393,1.24949,1.25184,1202
2023-08-01 12:45:00,1.25255,1.25346,1.2498,1.25329,1203
2023-08-01 12:50:00,1.25294,1.25512,1.25194,1.2543,1204
2023-08-01 12:55:00,1.25221,1.25469,1.24923,1.25315,1205
2023-08-01 13:00:00,1.25219,1.25374,1.25061,1.25223,1206
2023-08-01 13:05:00,1.2526,1.25314,1.25104,1.25146,1207
2023-08-01 13:10:00,1.25225,1.25481,1.25073,1.25129,1208
2023-08-01 13:15:00,1.25243,1.25381,1.25093,1.25381,1209
2023-08-01 13:20:00,1.25345,1.25546,1.25084,1.25283,1210
2023-08-01 13:25:00,1.25234,1.25413,1.25199,1.25199,1211
2023-08-01 13:30:00,1.25203,1.25306,1.25022,1.2519,1212
2023-08-01 13:35:00,1.25262,1.25303,1.25149,1.25149,1213
2023-08-01 13:40:00,1.25229,1.25387,1.24938,1.252,1214
2023-08-01 13:45:00,1.25363,1.25534,1.25307,1.25375,1215
2023-08-01 13:50:00,1.25359,1.25502,1.25098,1.2528,1216
2023-08-01 13:55:00,1.25313,1.25576,1.25145,1.2536,1217
2023-08-01 14:00:00,1.25221,1.25469,1.25003,1.25196,1218
2023-08-01 14:05:00,1.25365,1.2566,1.25242,1.25473,1219
2023-08-01 14:10:00,1.25326,1.25481,1.25312,1.25481,1220
2023-08-01 14:15:00,1.25274,1.25376,1.2501,1.25199,1221
2023-08-01 14:20:00,1.25239,1.25311,1.25088,1.25178,1222
2023-08-01 14:25:00,1.25272,1.25342,1.25255,1.25255,1223
2023-08-01 14:30:00,1.25323,1.25612,1.25089,1.25384,1224
2023-08-01 14:35:00,1.25298,1.25353,1.25049,1.25242,1225
2023-08-01 14:40:00,1.25338,1.25617,1.25275,1.25507,1226
2023-08-01 14:45:00,1.25297,1.25518,1.2522,1.2522,1227
2023-08-01 14:50:00,1.25374,1.25548,1.2514,1.25548,1228
2023-08-01 14:55:00,1.25267,1.25563,1.25176,1.25326,1229
2023-08-01 15:00:00,1.25238,1.25424,1.2501,1.25303,1230
2023-08-01 15:05:00,1.25344,1.25404,1.25197,1.25281,1231
2023-08-01 15:10:00,1.25248,1.25485,1.24968,1.25356,1232
2023-08-01 15:15:00,1.2526,1.25442,1.25236,1.2528,1233
2023-08-01 15:20:00,1.25289,1.25535,1.25062,1.25229,1234
2023-08-01 15:25:00,1.2537,1.2559,1.25344,1.25478,1235
2023-08-01 15:30:00,1.25362,1.25482,1.25289,1.25289,1236
2023-08-01 15:35:00,1.25387,1.2564,1.25164,1.25558,1237
2023-08-01 15:40:00,1.25385,1.25635,1.2511,1.25416,1238
2023-08-01 15:45:00,1.25306,1.2544,1.25131,1.2544,1239
2023-08-01 15:50:00,1.25254,1.25369,1.2517,1.25341,1240
2023-08-01 15:55:00,1.253,1.25326,1.25172,1.25251,1241
2023-08-01 16:00:00,1.2529,1.25363,1.25158,1.25235,1242
2023-08-01 16:05:00,1.25294,1.25327,1.25205,1.25304,1243
2023-08-01 16:10:00,1.25298,1.25467,1.25151,1.25179,1244
2023-08-01 16:15:00,1.2524,1.25497,1.25052,1.25128,1245
2023-08-01 16:20:00,1.25225,1.25334,1.25141,1.25203,1246
2023-08-01 16:25:00,1.25345,1.2553,1.25185,1.25185,1247
2023-08-01 16:30:00,1.25278,1.25474,1.25007,1.25216,1248
2023-08-01 16:35:00,1.25289,1.25583,1.25032,1.25219,1249
2023-08-01 16:40:00,1.25297,1.25329,1.25045,1.25329,1250
2023-08-01 16:45:00,1.25354,1.25446,1.25337,1.25446,1251
2023-08-01 16:50:00,1.25236,1.25372,1.25083,1.25138,1252
2023-08-01 16:55:00,1.25221,1.25275,1.2506,1.2525,1253
2023-08-01 17:00:00,1.25297,1.25327,1.25096,1.25196,1254
2023-08-01 17:05:00,1.25319,1.25414,1.25209,1.25209,1255
2023-08-01 17:10:00,1.25363,1.25434,1.25222,1.25434,1256
2023-08-01 17:15:00,1.2523,1.25469,1.25116,1.25307,1257
2023-08-01 17:20:00,1.25267,1.25397,1.25202,1.25397,1258
2023-08-01 17:25:00,1.25329,1.25486,1.25189,1.25447,1259
2023-08-01 17:30:00,1.2534,1.2539,1.25122,1.25322,1260
2023-08-01 17:35:00,1.25292,1.25356,1.2509,1.25282,1261
2023-08-01 17:40:00,1.25222,1.25342,1.24997,1.25092,1262
2023-08-01 17:45:00,1.25371,1.25584,1.25239,1.25239,1263
2023-08-01 17:50:00,1.25279,1.25453,1.25198,1.25223,1264
2023-08-01 17:55:00,1.25351,1.25467,1.25152,1.25256,1265
2023-08-01 18:00:00,1.25251,1.25494,1.24971,1.25159,1266
2023-08-01 18:05:00,1.25298,1.25578,1.25167,1.2527,1267
2023-08-01 18:10:00,1.25284,1.25319,1.25189,1.25258,1268
2023-08-01 18:15:00,1.25245,1.25423,1.24969,1.2533,1269
2023-08-01 18:20:00,1.25287,1.2551,1.25033,1.25173,1270
2023-08-01 18:25:00,1.25425,1.25581,1.25294,1.25479,1271
2023-08-01 18:30:00,1.25427,1.25448,1.25231,1.25448,1272
2023-08-01 18:35:00,1.25363,1.25472,1.25102,1.25472,1273
2023-08-01 18:40:00,1.25405,1.25572,1.25179,1.2538,1274
2023-08-01 18:45:00,1.25301,1.25486,1.25293,1.25452,1275
2023-08-01 18:50:00,1.25352,1.25449,1.25057,1.25288,1276
2023-08-01 18:55:00,1.25425,1.25655,1.25235,1.25503,1277
2023-08-01 19:00:00,1.25278,1.25486,1.25086,1.25313,1278
2023-08-01 19:05:00,1.25403,1.25496,1.25396,1.25496,1279
2023-08-01 19:10:00,1.25436,1.25699,1.25206,1.25337,1280
2023-08-01 19:15:00,1.25393,1.25504,1.25266,1.25442,1281
2023-08-01 19:20:00,1.25347,1.2546,1.25058,1.2546,1282
2023-08-01 19:25:00,1.25312,1.25512,1.25064,1.25464,1283
2023-08-01 19:30:00,1.25319,1.25387,1.25218,1.25387,1284
2023-08-01 19:35:00,1.25415,1.25568,1.25321,1.25321,1285
2023-08-01 19:40:00,1.25314,1.25392,1.25313,1.2533,1286
2023-08-01 19:45:00,1.25302,1.25327,1.2519,1.25325,1287
2023-08-01 19:50:00,1.25337,1.25544,1.2505,1.25216,1288
2023-08-01 19:55:00,1.25334,1.25568,1.25091,1.25462,1289
2023-08-01 20:00:00,1.25428,1.2551,1.25339,1.25339,1290
2023-08-01 20:05:00,1.25427,1.25634,1.25269,1.25446,1291
2023-08-01 20:10:00,1.25391,1.25687,1.25228,1.25384,1292
2023-08-01 20:15:00,1.25388,1.25509,1.2535,1.25354,1293
2023-08-01 20:20:00,1.25361,1.25575,1.25145,1.25274,1294
2023-08-01 20:25:00,1.25391,1.25444,1.25267,1.25387,1295
2023-08-01 20:30:00,1.25483,1.25704,1.25294,1.25585,1296
2023-08-01 20:35:00,1.25409,1.25659,1.25189,1.25545,1297
2023-08-01 20:40:00,1.25417,1.25499,1.25322,1.25498,1298
2023-08-01 20:45:00,1.25404,1.25656,1.25277,1.25305,1299
2023-08-01 20:50:00,1.25386,1.25537,1.25385,1.25389,1300
2023-08-01 20:55:00,1.25477,1.25759,1.25406,1.25564,1301
2023-08-01 21:00:00,1.25498,1.25723,1.25323,1.25631,1302
2023-08-01 21:05:00,1.25481,1.2555,1.25471,1.25526,1303
2023-08-01 21:10:00,1.2543,1.25713,1.2537,1.25518,1304
2023-08-01 21:15:00,1.25359,1.25594,1.25103,1.25373,1305
2023-08-01 21:20:00,1.25357,1.25437,1.25354,1.25425,1306
2023-08-01 21:25:00,1.25404,1.25669,1.25393,1.25473,1307
2023-08-01 21:30:00,1.25465,1.25732,1.25215,1.25598,1308
2023-08-01 21:35:00,1.25488,1.25588,1.25421,1.25421,1309
2023-08-01 21:40:00,1.25453,1.2567,1.25194,1.25522,1310
2023-08-01 21:45:00,1.2545,1.25694,1.25152,1.25598,1311
2023-08-01 21:50:00,1.25382,1.25571,1.25122,1.25274,1312
2023-08-01 21:55:00,1.25384,1.25615,1.25262,1.25455,1313
2023-08-01 22:00:00,1.25458,1.25754,1.25228,1.25595,1314
2023-08-01 22:05:00,1.25374,1.25569,1.25219,1.25387,1315
2023-08-01 22:10:00,1.25472,1.2561,1.25405,1.25431,1316
2023-08-01 22:15:00,1.25437,1.25597,1.25382,1.25382,1317
2023-08-01 22:20:00,1.25426,1.2545,1.25152,1.25311,1318
2023-08-01 22:25:00,1.25435,1.25684,1.25429,1.25554,1319
2023-08-01 22:30:00,1.25344,1.254,1.25087,1.2537,1320
2023-08-01 22:35:00,1.25412,1.25575,1.25245,1.25398,1321
2023-08-01 22:40:00,1.2546,1.25508,1.25202,1.25508,1322
2023-08-01 22:45:00,1.25313,1.25322,1.25246,1.25322,1323
2023-08-01 22:50:00,1.25364,1.25619,1.25253,1.25253,1324
2023-08-01 22:55:00,1.25383,1.25549,1.2529,1.2529,1325
2023-08-01 23:00:00,1.25325,1.25571,1.25057,1.25408,1326
2023-08-01 23:05:00,1.25407,1.25641,1.25377,1.25535,1327
2023-08-01 23:10:00,1.25441,1.25549,1.25394,1.255,1328
2023-08-01 23:15:00,1.25357,1.25608,1.25301,1.25301,1329
2023-08-01 23:20:00,1.25335,1.25602,1.25159,1.2544,1330
2023-08-01 23:25:00,1.25382,1.25561,1.25351,1.25351,1331
2023-08-01 23:30:00,1.25448,1.25542,1.25207,1.2539,1332
2023-08-01 23:35:00,1.25344,1.25491,1.2521,1.25245,1333
2023-08-01 23:40:00,1.25425,1.25549,1.25255,1.25515,1334
2023-08-01 23:45:00,1.25474,1.25538,1.2519,1.25421,1335
2023-08-01 23:50:00,1.25392,1.25567,1.25189,1.25444,1336
2023-08-01 23:55:00,1.2543,1.25622,1.25351,1.25351,1337
2023-08-02 00:00:00,1.25426,1.25486,1.25383,1.25444,1338
